Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"15/01/2016","30 EMMET ROAD, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","31 Cairlinn Hall, Mullaharlin Road, Dundalk","","Louth","€147,158.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","31 THE HEADLANDS PUTLAND RD BRAY, WICKLOW","","Wicklow","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","32 Monalin, Wicklow Hills, Newtownmountkennedy","","Wicklow","€264,316.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","328 SUTTON PARK, SUTTON, DUBLIN 13","Dublin 13","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","33 Kerdiff Park, Naas","","Kildare","€262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","33 LANSDOWNE VILLAGE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","35 DUNHAVEN, ARDAMINE, COURTOWN","","Wexford","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","36 FERNHILL ROAD, TERENURE, DUBLIN 12","Dublin 12","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","36 SHELBOURNE PARK, LIMERICK, LIMERICK","","Limerick","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","37 Drynam View, Drynam Hall, Kinsealy","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","37 ROWANBYRN, BLACKROCK DUBLIN, DUBLIN","","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","38 BAYSIDE BOULEVARD NORTH, BAYSIDE, SUTTON DUBLIN 13","Dublin 13","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","38 PRIORY GATE, ATHBOY, MEATH","","Meath","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","38 THORNDALE EST, DUBLIN HILL, CORK","","Cork","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","39 GARRAI DE BRUN, FORT LORENZO, TAYLORS HILL GALWAY","","Galway","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","4 BROOK ACRES, DOUGLAS, KILLORGLIN","","Kerry","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","4 HALTIGAN TERRACE, WATERFORD RD, KILKENNY","","Kilkenny","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","4 LARCHWOOD MANOR, FERMOY, CORK","","Cork","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","4 RICHMOND TERRACE, MEATH RD, BRAY","","Wicklow","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","40 Kilmalum Avednue, Blessington","","Kildare","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","41 SHANBOLEY RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","44 BROOKVILLE, ASHBOURNE, CO.MEATH","","Meath","€314,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","45 BALFE AVE, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","47 Ardbeg Park, Artane, Dublin 5","Dublin 5","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","47 CLONLIFF RD, DUBLIN 3, DUBLIN","Dublin 3","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","47 FLESK GROVE, BALLYCASHEEN, KILLARNEY","","Kerry","€272,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","47/48 Hogan Place, Dublin 2","Dublin 2","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","48 RIVER VALLEY, SWORDS, CO. DUBLIN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","49 Connaberry, Slavery, Buncrana","","Donegal","€30,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","5 JOHN ST, CASHEL, TIPPERARY","","Tipperary","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","50 TEMPLEVILLE RD, DUBLIN 6W, DUBLIN","","Dublin","€585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","51 COLLEGE GROVE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€805,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","52 RAMLEH PARK, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","€910,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","55 Oakcourt Ave, Palmerstown","Dublin 20","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","57 Slievekeale Road, Waterford","","Waterford","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","59 KILCARN COURT, NAVAN, MEATH","","Meath","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","59 PARK GRANGE, GRANGERATH, DROGHEDA","","Meath","€150,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","6 BOWDEN ROW, CASTLECOMER CO KILKENNY","","Kilkenny","€23,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","6 HAZELWOOD GARDENS, RIVERSTOWN, GLANMIRE CORK","","Cork","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","6 HIGHLAND LAWN, THE PARK, CABINTEELY DUBLIN 18","Dublin 18","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","6 THE PIERRE APTS, VICTORIA TERRACE, DUN LAOGHAIRE","","Dublin","€875,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","60 UPPER GEORGES ST, DUN LAOGHAIRE, DUBLIN","","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","61 LESLIES ARCH, OLD QUARTER, BALLINCOLLIG","","Cork","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","622 South Circular Road, Kilmainham, Dublin 8","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","63 ASHBROOK, THE MOYNE, ENNISCORTHY","","Wexford","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","63 Main Street, Midleton","","Cork","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","65 BRAYTON PARK, KILCOCK, KILDARE","","Kildare","€237,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","7 GANDON CLOSE, FAIRGREEN, PORTLAOISE","","Laois","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","7 STRADBALLY RD, TIMAHOE, LAOIS","","Laois","€103,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","7 WOOD DALE DR, BALLYCULLEN VIEW, FIRHOUSE","Dublin 24","Dublin","€366,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","75 THE WAY, HUNTERS RUN, CLONEE","Dublin 15","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","77 VERNON AVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€990,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","78 Boroimhe Cherry, Swords","","Dublin","€167,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","79 DUIRLING, ROSCAM, MERLIN PARK","","Galway","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","8 HAYWORTH COURT, ONGAR PARK, ONGAR DUBLIN 15","Dublin 15","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","8 KELLYVILLE, PORTLAOISE","","Laois","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","81 CASTLELAND PARK WAY, BALBRIGGAN","","Dublin","€198,238.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","81 Poplar Drive, Carraig an Aird, Six Cross Roads","","Waterford","€138,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","9 BARONS HALL LODGE, BALBRIGGAN, DUBLIN","","Dublin","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","9 MAPLE ROAD, CLONSKEAGH","Dublin 14","Dublin","€3,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","9 SILVERSTREAM PARK, SILVERSTREAM ROAD, KILBRECKSTOWN STAMULLEN","","Meath","€205,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","9 WHITWORTH PLACE, DRUMCONDRA, DUBLIN 9","Dublin 3","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","9 WOODFIELD, BARNA RD, GALWAY","","Galway","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","90 CUSHLAWAN PARK, TALLAGHT, DUBLILN 24","","Dublin","€161,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","915 LADYCASTLE AVE, THE K CLUB, STRAFFAN","","Kildare","€682,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","92 ADAMSTOWN AVE, ADAMSTOWN, LUCAN","","Dublin","€224,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","93 TORCAILL, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","98 OLD COUNTY RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","AGHAVRIN, COACHFORD, CO. CORK","","Cork","€31,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","APT 141, THE COMMONS, DULEEK","","Meath","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","APT 1, KILLEGLAND COURT, ASHBOURNE","","Meath","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","APT 23 IVY COURT, BROOMFIELD, MIDLETON","","Cork","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","APT 40, SHERLOCK WALK, GRACEDIEU","","Waterford","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","APT 7, CHIPPING ROW, ONGAR VILLAGE DUBLIN 15","Dublin 15","Dublin","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","APT 98, CUSTOM HOUSE HARBOUR, DUBLIN 1","Dublin 15","Dublin","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","BALLINDREHID, BALLYHAUNIS, CO MAYO","","Mayo","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","BALLYCORBAN, SCARRIFF, CLARE","","Clare","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CAHERONAUN, LOUGHREA, CO GALWAY","","Galway","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CARFAX, NEWTOWN, CRETTYARD","","Laois","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CARROWCUSHCLY, BALLYMOTE, SLIGO","","Sligo","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CARROWKEALE, NEWPORT, CO. TIPPERARY","","Tipperary","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CASHEL RD, FETHARD, TIPPERARY","","Tipperary","€50,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CHAPEL STREET, TALLOW, CO WATERFORD","","Waterford","€18,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CLONMORE NORTH, CAHIR, TIPPERARY","","Tipperary","€156,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","COIS CLAI, DOORA, ENNIS","","Clare","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","Corduff, Ballinagh","","Cavan","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CRESCENT LODGE, COBH, CORK","","Cork","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","CURRADRISH, FOXFORD, MAYO","","Mayo","€42,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","Darkwood, Dunmanway","","Cork","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","DROMAD LOUGHYLNN, CASTLEREA, ROSCOMMON","","Roscommon","€132,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","FURMOYLE, LOUISBURGH, MAYO","","Mayo","€172,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","GARTHLEA, DOUGLAS RD, CORK","","Cork","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","GLENBROOK HOUSE, SHANCO  CORVALLEY, CARRICKMACROSS","","Monaghan","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","GORMANSTOWN VILLAGE, MEATH","","Meath","€242,283.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","Jefferson House, Ballsbridge","Dublin 4","Dublin","€950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","KATONAH, CASTLE PARK, MONKSTOWN","","Dublin","€770,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","KNOCKNAGROAGH, BALLYVAUGHAN, CLARE","","Clare","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","LAHARRAN, MINANE BRIDGE, KINSALE","","Cork","€336,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","LOUGHGERALD, ENNISCORTHY, WEXFORD","","Wexford","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","LUDDENMORE, GRANGE, KILMALLOCK","","Limerick","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","MUNNINANE, GRANGE, SLIGO","","Sligo","€203,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","NO 7 WOODVALE, ROSSYLONGAN, DONEGAL TOWN","","Donegal","€192,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","NO. 23 CROI AN BHAILE, CARRABANE, ATHENRY","","Galway","€119,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","OBELISK COTTAGE, OBELISK LANE, BARROGSTOWN","","Kildare","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","PEASTE, CARRICKMACROSS, CO MONAGHAN","","Monaghan","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","RAHARDRUM, VIRGINIA, CO. CAVAN","","Cavan","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","RATHGARRETT, TYRRELLS PASS, CO. WESTMEATH","","Westmeath","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","Rathronshin, Ballybrittas","","Laois","€155,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/01/2016","RHINE, TULLA, CLARE","","Clare","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","ROCKFIELD, DONAMON, ROSCOMMON","","Roscommon","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","ROSCAD, CREESLOUGH, CO DONEGAL","","Donegal","€35,714.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","ROSE COTTAGE SCHOOL LANE, STORMANSTOWN, ARDEE","","Louth","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","SKEVANISH, INNISHANNON, CORK","","Cork","€605,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","Springfield, Mullanour, Murrintown","","Wexford","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","Tallaght Cross West, Tallaght","Dublin 24","Dublin","€64,085,057.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","The Old School House, Rathkenny, Cootehill","","Cavan","€94,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","THE RAMBLERS, 15C SANDYCOVE AVE EAST, SANDYCOVE","","Dublin","€1,410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","UPPER BRACKERNAGH, BALLINASLOE, GALWAY","","Galway","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","URRISMENAGH, CLONMANY, INISHOWEN","","Donegal","€61,220.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","White Gables, Swords Road, Malahide","","Dublin","€2,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","1 BARRYMORE LAWN, GLANMIRE, CO CORK","","Cork","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","1 BRAMBLE HILL, GREEN VALLEY, CASTLETREASURE","","Cork","€232,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","1 CNOCAN RUA, BOTHAR NA TSLEIBHE MOYCULLEN, GALWAY","","Galway","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","1 HOLYWELL LANE, SWORDS, DUBLIN","","Dublin","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","1 Portobello Dock, Portobello Harbour, Dublin 8","Dublin 8","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","10 THE WILLOWS, SPRINGFIELD, CASTLEBAR","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","11 WILLOW CLOSE, ARDNORE, KILKENNY","","Kilkenny","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","110 FIONN UISCE, DOUGHISKA, GALWAY","","Galway","€30,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","112 BUTTERFIELD PARK, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€590,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","12 PARKVIEW, RATHBOURNE, ASHTOWN DUBLIN 15","Dublin 15","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","138 evanwood, golf links road, castletroy","","Limerick","€214,375.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2016","14 ALEXANDRA RD, ST LUKES, CORK","","Cork","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","15 Kings Hall, Waterside, Swords Road Malahide","","Dublin","€240,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2016","153 OLD FINGLAS RD, GLASNEVIN, DUBLIN","Dublin 11","Dublin","€468,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","16 LIFFEY DR, LIFFEY VALLEY PARK, LUCAN","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","16 ORAHILLY AVE, CLONMEL, TIPPERARY","","Tipperary","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","165 WAINSFORT RD, TERENURE, DUBLIN 12","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","17 The Crescent, Millers Glen, Swords","","Dublin","€242,246.69","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2016","188 ST BRENDANS PK, TRALEE, KERRY","","Kerry","€93,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","19 GRANGEMORE AVE, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€261,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","19 Moy view, Kildalkey, Meath","","Meath","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","2 DUN NA R, CONEYBORO, CARLOW RD","","Kildare","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","2 MARKET COURT, DUNDALK ST, CARLINGFORD","","Louth","€165,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","2 Melbar Estate, St. Conlon's Road, Nenagh","","Tipperary","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","2 THE OAKS MULLINGAR, MULLINGAR, WESTMEATH","","Westmeath","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","20 Wyckham Place, Dundrum, Dublin 16","Dublin 16","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","23 GLENMAROON RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€341,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","23 THE AVENUE, HIGHLANDS, DROGHEDA","","Meath","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","25 Monalin, Wicklow Hills, Newtownmountkennedy","","Wicklow","€189,428.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2016","28 SUMMERHILL, BUNCRANA, CO DONEGAL","","Donegal","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","3 DEBEDY LANE, TOWNSPARK, ARDEE","","Louth","€227,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","3 THE PADDOCKS, MAYNOOTH, KILDARE","","Kildare","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","30 Belgrave Road, Monkstown, Co. Dublin","","Dublin","€1,375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","30 PATRICK ST, DUN LAOGHAIRE, DUBLIN","","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","31 GRAND CANAL WHARF, RINGSEND RD, DUBLIN 4","Dublin 4","Dublin","€377,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","32 Bramble Court, Tullow","","Carlow","€70,450.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2016","32 KILLEGLAND CRESCENT, ASHBOURNE, MEATH","","Meath","€142,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","32 SUNNYHILL, KENMARE, KERRY","","Kerry","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","32 UPPER ST JOSEPHS TERRACE, ATHY, KILDARE","","Kildare","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","34 BELARMINE SQ, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€428,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","34 ST MACARTANS VILLAS, CARRICKMACROSS, MONAGHAN","","Monaghan","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","4 SANDFIELD GARDENS, SANDFIELD, ENNIS","","Clare","€49,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","4 THE VILLAGE GREEN, CLONEYGOWAN","","Offaly","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","43 CHERRYWOOD VILLAS, OLD NANGOR RD, CLONDALKIN","Dublin 22","Dublin","€248,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","43 MULLAUNMORE, BALLON, CARLOW","","Carlow","€161,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","45 Steeplechase Hill, Ratoath, Co Meath","","Meath","€415,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2016","46 CLUAIN CRAOIBH, KINNEGAD, WESTMEATH","","Westmeath","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","46 OAKLANDS, SUMMERHILL, CARRICK ON SHANNON","","Leitrim","€60,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","48 THORNBERRY, BARNA, GALWAY","","Galway","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","5 BRAMBLE HILL, GREEN VALLEY, CASTLETREASURE","","Cork","€232,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","5 The Weavers, Meath Place, Dublin 8","Dublin 8","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","50 ARD CAOIN, GORT RD, ENNIS","","Clare","€103,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","50 TICKNOC WAY, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","56 ASHTON WOOD, BRAY, WICKLOW","","Wicklow","€317,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","58 ARD BAN, MUFF, CO DONEGAL","","Donegal","€77,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","58 CHERRY GARTH, MOUNT MERRION, DUBLIN","","Dublin","€955,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","58 STILLORGAN WOOD, STILLORGAN, DUBLIN","","Dublin","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","6 Goose Green Court, Gracepark Road, Drumcondra","Dublin 9","Dublin","€374,449.34","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2016","6 LAKE SIDE GARDENS, KILMINCHY, PORTLAOISE","","Laois","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","61 BRECAN CLOSE, BALBRIGGAN, CO DUBLIN","","Dublin","€152,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","66 KILDONAN AVE, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","69 CLARKES WOOD, MOUNT OVAL, ROCHESTOWN","","Cork","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","7 BRIGHTON LODGE, BRIGHTON RD, FOXROCK DUBLIN 18","Dublin 18","Dublin","€376,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","7 CHURCHFIELD, DROMAHAIR, LEITRIM","","Leitrim","€128,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","7 MAXWELL ST, DOLPHINS BARN, DUBLIN 8","Dublin 8","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
